pais,seniority,salario_usd,ingles_avanzado,modalidad,industria,anios_exp,satisfaccion,skill_python,skill_sql,skill_power_bi,skill_tableau,skill_excel,skill_r,skill_dbt_airflow,skill_cloud_aws_gcp_azure,skill_inteligencia_artificial
EEUU,Semi-Senior,10050,True,Remoto 100%,Government,4.7,4.4,1,1,1,1,1,0,0,1,1
Argentina,Semi-Senior,1700,False,Remoto 100%,Banca,4.7,3.9,0,1,1,0,1,0,0,1,0
Argentina,Semi-Senior,3300,True,Presencial,E-commerce,4.7,4.1,1,1,1,1,0,0,0,0,1
EEUU,Semi-Senior,7500,True,Remoto 100%,Manufacturing,4.7,2.6,1,1,0,1,1,0,1,1,1
Argentina,Junior,1050,True,Híbrido,Telecomunicaciones,1.4,3.8,0,1,1,0,1,0,0,0,0
Argentina,Senior,5100,True,Híbrido,Telecomunicaciones,6.5,3.0,1,1,1,1,1,0,0,1,1
EEUU,Semi-Senior,10350,True,Híbrido,Consulting,4.4,3.7,1,1,0,0,1,0,1,1,1
EEUU,Senior,11000,True,Remoto 100%,Manufacturing,8.7,4.7,1,0,1,0,1,1,1,1,1
Argentina,Semi-Senior,2350,True,Remoto 100%,Banca,2.6,3.4,1,1,1,1,1,0,0,0,1
Argentina,Semi-Senior,2000,False,Híbrido,Fintech,2.8,4.3,1,1,1,1,1,0,0,0,1
EEUU,Junior,6500,True,Híbrido,Manufacturing,0.4,3.6,1,1,0,0,1,0,0,0,1
EEUU,Senior,12250,True,Remoto 100%,Manufacturing,11.2,4.1,1,1,1,1,0,0,1,1,0
EEUU,Junior,5950,True,Presencial,Government,0.5,4.5,1,1,0,1,1,0,0,0,1
EEUU,Junior,5600,True,Remoto 100%,Tech/SaaS,2.0,4.5,1,1,1,0,0,0,0,0,0
EEUU,Senior,15350,True,Remoto 100%,Retail,12.5,5.0,1,1,0,1,0,0,1,1,1
EEUU,Semi-Senior,9900,True,Híbrido,Finance,3.7,3.9,1,1,0,1,1,0,1,1,1
EEUU,Semi-Senior,9300,True,Híbrido,Government,5.9,5.0,0,1,1,1,0,1,0,0,1
EEUU,Semi-Senior,10650,True,Híbrido,Retail,5.7,3.1,1,1,1,0,1,1,0,1,1
EEUU,Senior,11550,True,Híbrido,Government,6.6,5.0,1,1,1,1,0,1,0,1,1
EEUU,Senior,12650,True,Híbrido,Manufacturing,7.5,3.7,1,1,1,0,1,0,1,1,1
EEUU,Semi-Senior,9700,True,Híbrido,Finance,4.1,4.0,1,1,0,1,0,0,1,1,1
EEUU,Junior,5500,True,Remoto 100%,Healthcare,1.4,4.1,1,1,1,1,1,0,0,0,1
Argentina,Semi-Senior,2300,True,Remoto 100%,Banca,4.4,3.4,1,1,1,1,1,1,0,0,1
EEUU,Junior,6700,True,Remoto 100%,Tech/SaaS,1.1,4.2,0,1,1,0,1,1,0,1,1
Argentina,Semi-Senior,1650,False,Remoto 100%,Salud,5.7,3.9,1,1,1,1,1,0,0,1,0
EEUU,Semi-Senior,7200,True,Remoto 100%,Government,2.8,5.0,1,1,1,1,1,0,0,1,0
EEUU,Semi-Senior,8900,True,Remoto 100%,Healthcare,5.9,3.7,1,1,0,0,1,1,0,0,1
Argentina,Junior,1100,False,Remoto 100%,Manufactura,1.6,3.1,0,1,1,0,1,0,0,0,1
EEUU,Semi-Senior,9450,True,Híbrido,Government,5.0,3.1,1,1,0,1,1,1,1,0,0
EEUU,Semi-Senior,8200,True,Híbrido,Healthcare,2.8,4.5,1,1,1,1,1,0,1,1,0
Argentina,Senior,3300,False,Remoto 100%,Telecomunicaciones,12.5,2.7,1,1,1,1,1,0,1,0,1
Argentina,Senior,3900,True,Remoto 100%,Fintech,13.3,2.7,1,1,1,1,1,0,0,1,0
Argentina,Junior,900,False,Híbrido,Fintech,0.7,4.0,1,1,1,0,1,0,0,0,0
EEUU,Semi-Senior,9450,True,Remoto 100%,Media,4.0,3.9,1,1,1,0,1,1,0,0,1
Argentina,Junior,1300,False,Híbrido,E-commerce,0.3,3.1,0,1,0,1,1,0,0,1,0
EEUU,Junior,6700,True,Remoto 100%,Manufacturing,1.1,2.8,1,1,1,0,1,1,1,0,1
Argentina,Semi-Senior,2750,True,Presencial,Consultoría,4.5,3.8,1,1,1,1,1,0,0,0,1
Argentina,Semi-Senior,2650,True,Presencial,Tecnología/SaaS,5.3,3.9,0,1,1,1,1,0,1,1,1
EEUU,Semi-Senior,6950,True,Remoto 100%,Media,3.3,3.2,1,1,0,0,1,0,0,0,1
Argentina,Semi-Senior,1350,False,Remoto 100%,Retail,5.2,2.6,1,1,1,1,1,0,0,1,1
Argentina,Semi-Senior,2750,False,Remoto 100%,Telecomunicaciones,4.3,3.8,1,1,1,0,1,1,0,1,1
EEUU,Semi-Senior,6950,True,Híbrido,Manufacturing,2.5,3.0,1,1,1,0,1,1,0,1,1
Argentina,Semi-Senior,2550,False,Remoto 100%,Consultoría,5.5,5.0,1,1,1,0,1,1,1,1,0
Argentina,Senior,4050,False,Remoto 100%,Retail,6.2,3.6,1,1,1,0,1,1,1,1,1
Argentina,Senior,3750,False,Híbrido,E-commerce,8.6,3.9,1,1,1,1,1,0,0,0,1
Argentina,Semi-Senior,1900,False,Híbrido,Telecomunicaciones,5.5,4.4,1,1,0,1,0,1,0,0,1
Argentina,Junior,1150,False,Híbrido,Manufactura,0.9,2.9,0,1,1,0,1,1,0,0,1
Argentina,Semi-Senior,2000,True,Remoto 100%,E-commerce,3.0,4.6,1,1,0,1,1,0,0,0,0
EEUU,Junior,5650,True,Presencial,Finance,0.5,3.4,0,1,0,1,1,1,1,1,1
Argentina,Senior,4850,False,Híbrido,Retail,8.7,4.4,1,1,1,1,1,0,1,0,0
EEUU,Semi-Senior,8100,True,Híbrido,Manufacturing,5.0,3.1,1,1,1,0,1,1,0,0,1
EEUU,Junior,6550,True,Remoto 100%,Consulting,0.4,3.0,0,1,1,1,1,0,0,1,1
Argentina,Junior,1650,True,Remoto 100%,Telecomunicaciones,1.0,4.2,0,0,0,0,1,1,0,0,0
Argentina,Junior,850,False,Híbrido,Gobierno,0.5,2.6,1,0,0,0,1,0,0,0,1
Argentina,Semi-Senior,3000,True,Remoto 100%,Tecnología/SaaS,4.6,3.4,0,1,1,0,1,0,0,0,0
Argentina,Senior,3850,False,Híbrido,E-commerce,6.8,3.4,1,1,1,0,1,0,0,1,1
EEUU,Junior,4400,True,Híbrido,E-commerce,0.2,3.9,1,1,1,1,0,0,0,1,1
Argentina,Semi-Senior,2600,False,Híbrido,E-commerce,4.5,3.4,1,0,0,0,1,0,0,0,0
EEUU,Semi-Senior,8400,True,Remoto 100%,E-commerce,4.9,4.2,1,1,0,1,0,0,1,0,1
EEUU,Semi-Senior,6950,True,Híbrido,E-commerce,4.6,3.3,1,1,0,1,1,1,0,0,1
Argentina,Semi-Senior,2000,False,Remoto 100%,Retail,5.1,4.3,1,1,1,0,1,0,0,1,1
EEUU,Junior,4850,True,Híbrido,Fintech,0.8,3.5,0,1,1,0,1,0,1,1,0
Argentina,Junior,1000,False,Remoto 100%,Banca,0.4,4.0,1,1,0,0,1,0,0,0,1
EEUU,Junior,6750,True,Remoto 100%,Finance,1.5,3.1,0,1,0,1,1,0,0,0,1
EEUU,Semi-Senior,8250,True,Presencial,Manufacturing,5.0,3.4,1,1,0,1,1,0,0,1,1
EEUU,Semi-Senior,7400,True,Híbrido,Media,3.1,3.0,1,1,1,1,1,0,1,1,1
EEUU,Semi-Senior,7200,True,Híbrido,Retail,3.6,3.1,1,1,0,1,1,0,0,1,1
EEUU,Semi-Senior,7850,True,Remoto 100%,Consulting,5.0,3.2,1,1,0,1,1,1,1,1,1
EEUU,Senior,13100,True,Híbrido,Healthcare,8.6,4.2,1,1,0,1,1,1,0,1,1
EEUU,Semi-Senior,8350,True,Remoto 100%,Finance,3.2,3.7,1,1,0,1,1,0,0,1,1
Argentina,Semi-Senior,2400,True,Presencial,Salud,3.9,2.9,0,1,0,1,1,0,0,0,1
Argentina,Semi-Senior,2050,True,Remoto 100%,Gobierno,4.1,3.2,0,1,1,1,1,0,0,0,0
EEUU,Senior,15800,True,Híbrido,Retail,6.9,5.0,1,1,1,1,1,1,1,0,0
Argentina,Junior,1250,False,Híbrido,Consultoría,1.6,3.3,0,1,1,0,0,0,0,0,0
EEUU,Semi-Senior,7600,True,Híbrido,Manufacturing,4.6,4.2,0,1,0,1,1,0,1,1,0
EEUU,Senior,13750,True,Remoto 100%,Fintech,11.4,5.0,1,1,1,1,1,0,1,1,1
Argentina,Senior,3750,False,Híbrido,E-commerce,14.7,4.5,1,1,1,1,1,0,0,0,1
Argentina,Semi-Senior,1300,False,Remoto 100%,Consultoría,2.7,3.8,1,1,1,0,1,0,0,0,1
EEUU,Senior,13750,True,Remoto 100%,Manufacturing,6.4,4.2,1,0,0,0,0,1,0,0,1
Argentina,Senior,5200,True,Remoto 100%,Consultoría,8.6,4.0,1,1,1,1,1,0,1,0,0
Argentina,Semi-Senior,1900,False,Híbrido,Banca,5.6,3.6,1,1,1,1,1,0,1,0,1
Argentina,Semi-Senior,1250,True,Remoto 100%,Consultoría,5.0,3.5,0,1,1,0,1,0,0,0,1
EEUU,Semi-Senior,11200,True,Remoto 100%,Retail,5.8,3.1,1,1,1,0,1,0,0,1,1
Argentina,Junior,1050,True,Presencial,Manufactura,2.0,3.3,0,1,1,0,1,1,0,0,1
EEUU,Senior,13550,True,Híbrido,Retail,11.1,3.3,1,1,0,1,0,1,1,0,1
Argentina,Senior,3800,True,Remoto 100%,Manufactura,7.3,2.1,1,1,0,1,0,1,0,0,0
EEUU,Semi-Senior,7950,True,Presencial,Fintech,2.7,3.9,0,1,0,1,1,0,1,0,1
EEUU,Junior,6500,True,Remoto 100%,Retail,1.5,4.0,0,1,0,1,1,0,1,1,1
EEUU,Senior,11850,True,Remoto 100%,Media,14.7,4.5,1,1,1,1,1,0,1,1,1
Argentina,Junior,1050,False,Remoto 100%,Salud,0.4,4.8,1,1,1,0,1,1,0,0,0
Argentina,Junior,1250,True,Remoto 100%,Consultoría,0.7,4.0,1,1,1,0,1,1,0,0,0
Argentina,Semi-Senior,1800,True,Remoto 100%,Manufactura,3.6,3.8,1,1,1,0,0,0,1,0,0
Argentina,Senior,4050,True,Remoto 100%,Gobierno,9.2,3.8,1,1,1,1,1,0,0,1,1
Argentina,Semi-Senior,2200,False,Remoto 100%,Tecnología/SaaS,5.7,4.0,1,1,1,1,1,0,0,0,0
Argentina,Semi-Senior,2400,False,Remoto 100%,Retail,4.2,3.3,1,1,1,0,1,0,0,0,0
EEUU,Senior,12350,True,Remoto 100%,Fintech,10.3,4.0,1,1,1,1,0,0,0,1,1
EEUU,Semi-Senior,9850,True,Presencial,E-commerce,5.1,4.9,1,1,1,0,1,0,0,1,1
Argentina,Semi-Senior,2450,False,Remoto 100%,E-commerce,3.6,3.7,1,1,1,1,1,0,0,0,1
Argentina,Senior,5500,True,Remoto 100%,Fintech,8.1,4.1,0,1,1,1,0,0,1,0,1
Argentina,Semi-Senior,3100,True,Remoto 100%,Salud,4.3,3.4,1,1,1,1,1,0,0,0,0
Argentina,Senior,3800,False,Remoto 100%,Consultoría,10.2,2.8,1,1,0,1,1,1,0,1,0
Argentina,Semi-Senior,2050,False,Remoto 100%,Consultoría,2.7,4.3,1,1,1,1,1,0,0,0,0
EEUU,Junior,5550,True,Remoto 100%,Healthcare,1.3,3.5,1,1,1,1,1,0,1,0,1
Argentina,Semi-Senior,2900,True,Remoto 100%,Tecnología/SaaS,5.5,2.8,1,1,1,1,1,1,0,0,1
Argentina,Senior,4950,True,Remoto 100%,Manufactura,8.7,2.6,1,1,1,1,1,0,1,0,1
Argentina,Junior,850,False,Presencial,Banca,1.7,5.0,1,1,1,1,1,0,0,0,1
EEUU,Senior,14550,True,Remoto 100%,Consulting,11.3,5.0,1,1,1,1,1,1,0,1,1
EEUU,Semi-Senior,7050,False,Híbrido,Healthcare,5.7,4.9,1,0,0,1,1,1,0,1,1
EEUU,Junior,6300,True,Híbrido,Manufacturing,1.9,4.3,1,0,1,0,1,1,0,1,0
Argentina,Junior,1200,True,Híbrido,Tecnología/SaaS,0.4,4.5,1,1,1,1,1,0,0,0,0
EEUU,Senior,13300,True,Presencial,E-commerce,10.5,4.3,1,1,1,1,0,1,0,1,1
Argentina,Semi-Senior,2200,True,Presencial,Tecnología/SaaS,5.8,2.8,1,1,0,1,0,0,0,0,1
EEUU,Junior,7300,True,Híbrido,Healthcare,1.5,3.4,1,0,1,0,0,0,0,0,0
Argentina,Senior,2900,False,Híbrido,Retail,6.9,3.9,1,0,1,1,1,0,1,0,0
EEUU,Semi-Senior,6600,True,Híbrido,Finance,3.4,4.7,1,1,0,1,1,0,0,1,1
Argentina,Semi-Senior,2950,False,Híbrido,Telecomunicaciones,3.4,2.1,1,1,0,0,1,0,0,0,0
EEUU,Semi-Senior,6950,False,Remoto 100%,Tech/SaaS,4.9,4.5,1,1,1,0,1,0,1,0,1
EEUU,Senior,14350,True,Remoto 100%,Media,6.1,3.5,1,1,0,0,1,0,0,1,1
Argentina,Junior,900,True,Presencial,Fintech,0.7,3.8,0,1,1,1,1,0,0,1,0
Argentina,Semi-Senior,2100,False,Remoto 100%,E-commerce,3.7,3.0,1,1,1,0,1,1,0,0,1
Argentina,Senior,3350,False,Híbrido,Manufactura,6.5,2.5,1,1,1,1,1,0,1,1,1
Argentina,Junior,1200,True,Remoto 100%,Retail,0.1,3.2,1,0,1,0,1,0,0,0,0
Argentina,Senior,4900,True,Presencial,Fintech,9.1,3.2,1,1,1,1,1,0,0,0,1
Argentina,Semi-Senior,2100,False,Híbrido,Consultoría,3.3,4.5,1,1,1,0,1,1,0,0,0
EEUU,Semi-Senior,8700,True,Remoto 100%,Media,5.3,4.7,1,1,0,0,1,0,0,1,1
EEUU,Semi-Senior,9350,True,Presencial,Healthcare,5.7,3.1,1,1,0,0,0,0,0,0,0
Argentina,Senior,1600,False,Remoto 100%,Manufactura,10.3,2.8,1,0,1,1,0,1,0,0,1
EEUU,Semi-Senior,8950,True,Remoto 100%,Finance,3.7,3.2,1,0,0,0,1,1,0,0,1
EEUU,Semi-Senior,8100,True,Híbrido,Manufacturing,2.6,3.5,1,1,0,1,1,1,1,1,1
EEUU,Junior,4700,True,Remoto 100%,Fintech,0.8,3.5,1,1,1,0,1,0,0,1,1
EEUU,Semi-Senior,8200,True,Remoto 100%,Manufacturing,4.3,2.8,1,1,1,0,1,0,0,1,1
Argentina,Semi-Senior,2600,False,Híbrido,Fintech,3.3,3.5,1,0,0,0,1,1,0,0,1
EEUU,Senior,11250,True,Remoto 100%,Healthcare,14.7,3.7,1,1,0,0,1,0,1,1,1
Argentina,Senior,5650,True,Híbrido,Fintech,12.1,3.1,1,1,0,1,1,1,0,0,1
EEUU,Semi-Senior,7150,True,Híbrido,E-commerce,5.0,3.5,0,1,0,1,1,1,1,1,1
Argentina,Junior,850,False,Híbrido,E-commerce,0.8,3.8,1,0,0,1,1,0,0,0,1
EEUU,Junior,5550,True,Remoto 100%,Finance,0.1,2.1,1,1,1,1,0,1,0,1,0
EEUU,Semi-Senior,9050,True,Remoto 100%,E-commerce,2.9,4.1,1,1,0,0,1,1,0,1,1
Argentina,Semi-Senior,2150,True,Remoto 100%,Consultoría,3.5,2.6,1,1,1,1,1,1,0,1,1
Argentina,Senior,4600,True,Híbrido,Salud,14.3,4.6,1,1,1,1,1,1,1,0,1
EEUU,Junior,6200,True,Remoto 100%,Government,0.8,3.3,1,1,0,0,1,0,1,1,1
EEUU,Senior,15250,True,Remoto 100%,Manufacturing,9.4,4.8,1,1,1,0,1,0,0,1,1
Argentina,Semi-Senior,2600,True,Híbrido,Tecnología/SaaS,4.5,2.8,1,1,0,1,1,0,0,0,1
Argentina,Semi-Senior,2550,True,Híbrido,Consultoría,5.2,3.6,1,1,1,1,1,1,1,1,1
Argentina,Semi-Senior,1750,False,Remoto 100%,Retail,5.2,2.9,1,1,0,0,1,0,1,0,0
EEUU,Junior,6100,True,Remoto 100%,Fintech,1.1,4.8,1,1,0,0,1,1,0,1,1
Argentina,Semi-Senior,2600,True,Presencial,Telecomunicaciones,4.8,3.5,0,1,1,0,1,0,0,0,0
EEUU,Junior,7200,True,Remoto 100%,Retail,0.1,3.2,1,1,0,1,1,0,0,0,1
Argentina,Junior,1050,True,Híbrido,Salud,1.7,3.6,1,1,0,0,1,0,0,0,1
Argentina,Semi-Senior,2200,False,Remoto 100%,Manufactura,3.4,3.0,1,1,1,0,1,0,1,1,1
Argentina,Senior,5000,True,Remoto 100%,Consultoría,9.0,3.1,1,1,1,1,1,0,1,0,0
Argentina,Junior,650,False,Presencial,Manufactura,2.0,3.9,1,1,0,0,1,0,0,0,0
EEUU,Junior,6700,True,Remoto 100%,Tech/SaaS,0.5,3.5,0,1,1,1,1,0,0,1,1
EEUU,Semi-Senior,7800,True,Remoto 100%,Consulting,5.3,5.0,1,1,1,0,1,0,0,1,1
Argentina,Senior,4200,True,Remoto 100%,Manufactura,7.8,2.4,1,1,1,1,1,1,1,0,1
Argentina,Senior,4000,False,Remoto 100%,Manufactura,10.1,2.8,1,1,0,1,1,0,0,0,0
Argentina,Senior,5050,True,Híbrido,Telecomunicaciones,12.9,3.3,1,1,0,0,1,0,1,1,1
Argentina,Senior,5000,True,Remoto 100%,Consultoría,9.0,3.1,1,1,1,1,1,0,0,1,1
Argentina,Semi-Senior,1600,False,Presencial,Fintech,3.4,2.6,1,1,1,0,1,0,1,0,0
EEUU,Semi-Senior,7750,True,Remoto 100%,Government,3.6,3.7,1,1,0,1,1,1,1,1,1
EEUU,Junior,4650,True,Remoto 100%,Media,2.4,4.4,1,1,0,1,0,0,0,0,0
EEUU,Junior,5650,True,Remoto 100%,E-commerce,2.2,2.8,1,1,1,1,1,0,1,1,0
Argentina,Semi-Senior,3800,True,Remoto 100%,Gobierno,2.7,3.5,1,1,1,1,1,0,1,1,1
Argentina,Semi-Senior,2650,True,Remoto 100%,Salud,5.0,3.2,1,1,1,1,1,0,1,0,0
Argentina,Semi-Senior,1900,False,Híbrido,Consultoría,5.3,4.3,1,1,1,1,1,1,0,0,0
Argentina,Senior,5800,True,Remoto 100%,E-commerce,13.0,2.3,1,1,1,1,1,1,1,1,0
Argentina,Semi-Senior,1900,False,Remoto 100%,Consultoría,5.4,2.8,1,1,0,1,1,0,0,1,1
Argentina,Semi-Senior,1900,False,Presencial,Retail,4.1,3.9,0,1,1,1,1,0,0,1,1
EEUU,Senior,14300,True,Remoto 100%,Tech/SaaS,14.1,3.4,1,1,1,1,1,0,1,1,1
EEUU,Semi-Senior,8750,True,Presencial,Consulting,3.4,3.2,1,1,0,0,1,0,1,1,0
Argentina,Senior,6350,True,Remoto 100%,Consultoría,10.0,4.3,1,1,1,0,1,0,0,0,1
EEUU,Semi-Senior,9900,True,Remoto 100%,Manufacturing,5.8,3.3,1,1,1,1,1,0,1,1,0
EEUU,Semi-Senior,10550,True,Presencial,Manufacturing,5.9,2.9,1,1,1,0,1,0,0,1,1
Argentina,Semi-Senior,2500,True,Presencial,Manufactura,3.5,3.3,0,1,0,1,1,0,0,1,0
Argentina,Senior,5550,True,Híbrido,Manufactura,7.1,2.6,0,1,0,0,1,1,0,1,0
Argentina,Junior,1250,True,Presencial,E-commerce,1.1,4.8,0,1,0,0,1,0,0,1,0
Argentina,Junior,750,False,Remoto 100%,Gobierno,1.8,2.5,1,1,1,1,1,0,0,0,1
Argentina,Senior,4450,True,Remoto 100%,Fintech,7.9,3.4,1,1,1,0,1,0,1,0,0
Argentina,Junior,1150,False,Híbrido,Gobierno,1.6,3.9,0,1,1,0,1,0,0,1,0
EEUU,Semi-Senior,9550,True,Híbrido,Retail,4.7,3.5,1,1,1,1,0,1,0,1,1
EEUU,Junior,5950,True,Híbrido,Media,0.2,3.4,0,1,0,0,1,0,0,0,1
Argentina,Senior,5150,True,Híbrido,Retail,6.7,5.0,1,1,1,1,1,1,0,0,1
Argentina,Junior,1550,True,Remoto 100%,E-commerce,2.1,4.0,0,1,1,0,1,0,0,0,0
EEUU,Semi-Senior,9500,True,Remoto 100%,Consulting,4.6,3.6,1,1,1,1,0,1,1,1,1
Argentina,Semi-Senior,2300,False,Remoto 100%,Retail,5.1,3.1,1,1,1,0,1,1,0,0,1
Argentina,Junior,1050,True,Remoto 100%,Retail,2.2,3.2,1,1,1,0,1,0,0,0,1
EEUU,Semi-Senior,8650,True,Remoto 100%,Manufacturing,3.7,4.2,1,1,1,1,1,1,0,1,1
Argentina,Junior,1100,False,Híbrido,Salud,0.5,3.4,0,1,0,0,1,0,0,0,1
Argentina,Senior,4700,True,Híbrido,Salud,12.6,2.8,1,1,1,0,1,0,0,1,1
Argentina,Junior,750,False,Híbrido,Telecomunicaciones,1.0,4.3,0,1,1,0,1,0,0,0,0
Argentina,Semi-Senior,2250,False,Remoto 100%,Fintech,4.7,3.8,1,1,1,1,1,0,0,0,0
Argentina,Junior,1000,True,Remoto 100%,Salud,1.1,2.5,1,1,1,0,1,0,0,0,1
Argentina,Senior,4550,True,Remoto 100%,Consultoría,14.5,2.9,1,1,0,1,1,1,0,1,1
EEUU,Semi-Senior,8050,True,Presencial,Media,3.1,4.3,1,1,0,0,1,0,1,1,1
Argentina,Semi-Senior,2300,False,Remoto 100%,Banca,5.2,4.0,1,1,1,1,1,0,1,0,0
EEUU,Senior,13100,True,Remoto 100%,Finance,9.4,4.7,1,1,1,0,0,0,1,1,1
EEUU,Senior,7650,True,Presencial,Finance,13.8,5.0,1,1,0,1,1,0,1,1,1
Argentina,Junior,750,False,Híbrido,Telecomunicaciones,1.9,4.3,0,1,1,1,1,0,0,1,0
EEUU,Semi-Senior,7800,True,Híbrido,Tech/SaaS,5.6,4.6,1,1,1,0,1,0,1,0,1
EEUU,Junior,5000,True,Remoto 100%,Government,1.7,4.9,1,1,1,1,1,0,0,1,1
Argentina,Junior,1450,True,Híbrido,Fintech,2.1,3.7,0,0,1,0,1,1,1,0,0
Argentina,Junior,1150,True,Presencial,Manufactura,2.2,3.8,1,1,1,0,1,0,0,0,1
EEUU,Semi-Senior,8900,True,Remoto 100%,Healthcare,2.6,3.1,1,1,0,0,1,1,0,1,1
Argentina,Semi-Senior,2100,False,Remoto 100%,Gobierno,3.6,4.3,1,1,0,1,1,0,0,1,0
Argentina,Semi-Senior,2950,False,Remoto 100%,Banca,3.2,3.1,1,1,1,0,1,1,0,0,1
EEUU,Senior,15000,True,Remoto 100%,Finance,13.0,3.9,1,1,1,0,1,0,1,1,1
Argentina,Senior,3300,False,Híbrido,Consultoría,7.5,3.1,1,0,1,1,1,1,0,0,0
Argentina,Semi-Senior,2900,True,Híbrido,Salud,4.9,2.8,1,1,1,1,1,0,0,0,0
EEUU,Semi-Senior,9250,True,Remoto 100%,Finance,5.8,4.4,1,1,1,1,0,1,1,1,1
Argentina,Junior,850,False,Híbrido,Gobierno,0.8,2.6,0,1,1,0,1,0,0,0,1
EEUU,Junior,4950,True,Remoto 100%,Finance,2.4,4.3,1,1,0,1,0,1,1,1,1
EEUU,Junior,6300,True,Remoto 100%,E-commerce,1.1,3.8,1,1,0,1,1,0,0,0,0
Argentina,Semi-Senior,2350,True,Híbrido,Salud,5.6,2.9,1,1,1,1,1,0,1,0,1
EEUU,Junior,5000,True,Híbrido,Consulting,1.3,4.2,1,1,0,1,1,1,1,0,1
Argentina,Semi-Senior,2100,False,Híbrido,Fintech,3.4,3.0,1,1,1,0,1,0,1,0,1
EEUU,Junior,5800,True,Remoto 100%,Fintech,2.5,5.0,1,0,1,0,1,1,1,1,0
EEUU,Senior,14600,True,Presencial,Media,14.2,5.0,1,1,0,1,0,1,0,0,1
Argentina,Junior,800,False,Híbrido,Tecnología/SaaS,0.5,3.8,1,1,0,0,1,1,1,0,1
Argentina,Semi-Senior,2250,False,Híbrido,Telecomunicaciones,3.4,2.3,0,1,0,0,1,0,0,1,0
EEUU,Semi-Senior,9700,True,Híbrido,Manufacturing,3.8,5.0,1,1,1,1,1,1,1,1,0
Argentina,Senior,5050,True,Híbrido,Retail,8.9,3.1,1,1,1,1,1,0,1,1,1
Argentina,Junior,1000,False,Presencial,Fintech,1.1,2.6,1,1,0,0,1,0,0,0,0
Argentina,Junior,1150,False,Híbrido,Manufactura,2.5,3.0,1,1,1,0,1,0,0,1,1
EEUU,Semi-Senior,8100,True,Remoto 100%,Healthcare,3.2,4.2,0,1,1,1,1,0,0,1,1
Argentina,Semi-Senior,2150,True,Híbrido,Consultoría,3.0,2.9,1,1,1,0,1,0,0,0,1
EEUU,Semi-Senior,9100,True,Remoto 100%,Manufacturing,4.1,4.2,1,1,0,0,1,1,1,1,1
EEUU,Senior,14500,True,Presencial,Media,14.7,3.8,1,1,1,0,1,0,1,1,1
EEUU,Junior,6200,True,Remoto 100%,Manufacturing,1.5,3.3,1,0,0,0,1,0,0,0,1
Argentina,Semi-Senior,2600,True,Remoto 100%,Tecnología/SaaS,5.9,2.5,1,1,1,0,1,0,1,0,1
EEUU,Junior,6050,True,Remoto 100%,Government,2.3,3.9,1,1,1,0,1,0,1,1,0
EEUU,Semi-Senior,8800,True,Remoto 100%,Government,3.2,3.5,1,1,1,0,1,1,0,1,1
EEUU,Junior,5650,True,Remoto 100%,E-commerce,1.6,4.4,1,1,0,1,1,1,0,1,0
EEUU,Junior,5400,True,Híbrido,Retail,1.0,4.0,1,0,0,1,1,0,0,0,0
Argentina,Semi-Senior,2700,True,Híbrido,Gobierno,5.1,3.4,1,1,0,1,1,1,1,0,0
EEUU,Senior,11300,True,Remoto 100%,Manufacturing,14.0,4.2,1,1,1,0,1,1,1,1,1
EEUU,Senior,14400,True,Híbrido,Consulting,7.0,4.5,1,1,1,1,0,0,1,1,1
Argentina,Semi-Senior,1850,False,Híbrido,Banca,3.2,3.3,1,1,1,0,1,0,1,0,0
Argentina,Semi-Senior,3000,True,Híbrido,E-commerce,4.2,3.4,1,1,1,1,1,1,1,0,1
EEUU,Semi-Senior,8800,True,Remoto 100%,Government,6.0,4.8,1,1,1,1,1,0,1,0,0
EEUU,Senior,13600,True,Remoto 100%,Fintech,9.4,4.8,0,1,0,0,1,1,1,1,0
EEUU,Senior,15050,True,Híbrido,Government,6.8,4.5,1,1,1,1,0,1,0,1,1
Argentina,Semi-Senior,3350,True,Híbrido,Fintech,3.6,4.4,1,1,1,1,0,0,0,0,1
Argentina,Semi-Senior,2350,True,Híbrido,Tecnología/SaaS,3.9,3.0,1,0,0,1,1,0,0,0,1
EEUU,Junior,4800,True,Remoto 100%,Retail,0.2,4.4,1,0,0,1,0,0,0,1,0
Argentina,Semi-Senior,2750,True,Remoto 100%,Retail,4.7,3.0,1,1,0,1,1,0,1,0,0
Argentina,Junior,1200,False,Híbrido,Telecomunicaciones,0.9,4.2,1,1,1,1,1,0,0,0,1
EEUU,Senior,14500,True,Híbrido,E-commerce,11.0,4.0,1,1,0,1,1,0,0,1,1
Argentina,Junior,850,False,Remoto 100%,E-commerce,2.0,3.8,0,1,1,0,0,1,0,0,0
Argentina,Semi-Senior,2750,True,Híbrido,Consultoría,3.4,4.7,1,1,1,0,1,0,0,0,1
Argentina,Junior,600,False,Híbrido,Manufactura,1.9,3.5,1,1,0,1,1,1,0,0,1
Argentina,Junior,1400,False,Remoto 100%,Banca,1.7,3.8,0,0,1,0,1,0,0,1,1
Argentina,Junior,1250,True,Híbrido,Consultoría,1.9,4.8,1,1,0,0,1,0,0,0,1
Argentina,Semi-Senior,2500,True,Híbrido,E-commerce,4.0,4.6,1,1,1,1,1,0,1,0,1
Argentina,Semi-Senior,2700,True,Híbrido,Gobierno,5.2,2.4,1,1,0,0,1,0,1,1,1
Argentina,Semi-Senior,1750,True,Remoto 100%,Gobierno,5.5,3.1,1,1,1,1,1,0,1,0,1
